document_type,erp_transaction_code,creator_user_id_group,manual_flag,requires_formal_approval_flag,rationale
YB,MR8M,NON_TECHNICAL_USER,MANUAL,NO,"Human-initiated posting, but operational document/tcode pattern; standard workflow controls apply."
YB,ZFI_ADP,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
YB,ZFI_ADP,NON_TECHNICAL_USER,MANUAL,YES,Human-initiated posting with high-risk tcode and/or high-risk document type; maker-checker approval required before posting.
YB,ZLIA_COCKPIT,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
YB,ZLIA_COCKPIT,NON_TECHNICAL_USER,NOT_MANUAL,NO,ERP transaction code is system/batch/process driven.
YB,ZMM_CARGA_MIRO_MX,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
YB,ZMM_CARGA_MIRO_MX,NON_TECHNICAL_USER,MANUAL,NO,"Human-initiated posting, but operational document/tcode pattern; standard workflow controls apply."
YC,,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
YC,,NON_TECHNICAL_USER,NOT_MANUAL,NO,ERP transaction code is system/batch/process driven.
YC,AB01L,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
YC,AB01L,NON_TECHNICAL_USER,MANUAL,YES,Human-initiated posting with high-risk tcode and/or high-risk document type; maker-checker approval required before posting.
YC,AB08,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
YC,AB08,NON_TECHNICAL_USER,MANUAL,YES,Human-initiated posting with high-risk tcode and/or high-risk document type; maker-checker approval required before posting.
YC,ABAVN,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
YC,ABAVN,NON_TECHNICAL_USER,MANUAL,YES,Human-initiated posting with high-risk tcode and/or high-risk document type; maker-checker approval required before posting.
YC,ABUMN,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
YC,ABUMN,NON_TECHNICAL_USER,MANUAL,YES,Human-initiated posting with high-risk tcode and/or high-risk document type; maker-checker approval required before posting.
YC,ABZON,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
YC,ABZON,NON_TECHNICAL_USER,MANUAL,YES,Human-initiated posting with high-risk tcode and/or high-risk document type; maker-checker approval required before posting.
YC,AFABN,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
YC,AFABN,NON_TECHNICAL_USER,NOT_MANUAL,NO,ERP transaction code is system/batch/process driven.
YC,AS02,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
YC,AS02,NON_TECHNICAL_USER,MANUAL,YES,Human-initiated posting with high-risk tcode and/or high-risk document type; maker-checker approval required before posting.
YC,F110,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
YC,F110,NON_TECHNICAL_USER,NOT_MANUAL,NO,ERP transaction code is system/batch/process driven.
YC,F111,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
YC,F111,NON_TECHNICAL_USER,NOT_MANUAL,NO,ERP transaction code is system/batch/process driven.
YC,FAGL_IT_02,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
YC,FAGL_IT_02,NON_TECHNICAL_USER,NOT_MANUAL,NO,ERP transaction code is system/batch/process driven.
YC,FB01,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
YC,FB01,NON_TECHNICAL_USER,MANUAL,YES,Human-initiated posting with high-risk tcode and/or high-risk document type; maker-checker approval required before posting.
YC,FB05,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
YC,FB05,NON_TECHNICAL_USER,MANUAL,NO,"Human-initiated posting, but operational document/tcode pattern; standard workflow controls apply."
YC,FB08,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
YC,FB08,NON_TECHNICAL_USER,MANUAL,YES,Human-initiated posting with high-risk tcode and/or high-risk document type; maker-checker approval required before posting.
YC,FB1K,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
YC,FB1K,NON_TECHNICAL_USER,MANUAL,NO,"Human-initiated posting, but operational document/tcode pattern; standard workflow controls apply."
YC,FB1S,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
YC,FB1S,NON_TECHNICAL_USER,MANUAL,NO,"Human-initiated posting, but operational document/tcode pattern; standard workflow controls apply."
YC,FB70,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
YC,FB70,NON_TECHNICAL_USER,MANUAL,NO,"Human-initiated posting, but operational document/tcode pattern; standard workflow controls apply."
YC,FBA7,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
YC,FBA7,NON_TECHNICAL_USER,MANUAL,NO,"Human-initiated posting, but operational document/tcode pattern; standard workflow controls apply."
YC,FBB1,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
YC,FBB1,NON_TECHNICAL_USER,MANUAL,YES,Human-initiated posting with high-risk tcode and/or high-risk document type; maker-checker approval required before posting.
YC,FBD5,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
YC,FBD5,NON_TECHNICAL_USER,MANUAL,YES,Human-initiated posting with high-risk tcode and/or high-risk document type; maker-checker approval required before posting.
YC,FBDC_C002,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
YC,FBDC_C002,NON_TECHNICAL_USER,MANUAL,NO,"Human-initiated posting, but operational document/tcode pattern; standard workflow controls apply."
YC,FBDC_C014,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
YC,FBDC_C014,NON_TECHNICAL_USER,MANUAL,NO,"Human-initiated posting, but operational document/tcode pattern; standard workflow controls apply."
YC,FBDC_C022,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
YC,FBDC_C022,NON_TECHNICAL_USER,MANUAL,NO,"Human-initiated posting, but operational document/tcode pattern; standard workflow controls apply."
YC,FBDC_C024,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
YC,FBDC_C024,NON_TECHNICAL_USER,MANUAL,NO,"Human-initiated posting, but operational document/tcode pattern; standard workflow controls apply."
YC,FBDC_C080,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
YC,FBDC_C080,NON_TECHNICAL_USER,MANUAL,NO,"Human-initiated posting, but operational document/tcode pattern; standard workflow controls apply."
YC,FBDC_P001,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
YC,FBDC_P001,NON_TECHNICAL_USER,MANUAL,YES,Human-initiated posting with high-risk tcode and/or high-risk document type; maker-checker approval required before posting.
YC,FBL1N,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
YC,FBL1N,NON_TECHNICAL_USER,NOT_MANUAL,NO,ERP transaction code is system/batch/process driven.
YC,FBVB,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
YC,FBVB,NON_TECHNICAL_USER,NOT_MANUAL,NO,ERP transaction code is system/batch/process driven.
YC,FBZ2,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
YC,FBZ2,NON_TECHNICAL_USER,MANUAL,NO,"Human-initiated posting, but operational document/tcode pattern; standard workflow controls apply."
YC,FV60,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
YC,FV60,NON_TECHNICAL_USER,MANUAL,NO,"Human-initiated posting, but operational document/tcode pattern; standard workflow controls apply."
YC,KO88,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
YC,KO88,NON_TECHNICAL_USER,NOT_MANUAL,NO,ERP transaction code is system/batch/process driven.
YC,KO8G,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
YC,KO8G,NON_TECHNICAL_USER,NOT_MANUAL,NO,ERP transaction code is system/batch/process driven.
YC,KSV5,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
YC,KSV5,NON_TECHNICAL_USER,NOT_MANUAL,NO,ERP transaction code is system/batch/process driven.
YC,LSMW,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
YC,LSMW,NON_TECHNICAL_USER,MANUAL,YES,Human-initiated posting with high-risk tcode and/or high-risk document type; maker-checker approval required before posting.
YC,MIR4,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
YC,MIR4,NON_TECHNICAL_USER,NOT_MANUAL,NO,ERP transaction code is system/batch/process driven.
YC,MIRO,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
YC,MIRO,NON_TECHNICAL_USER,MANUAL,NO,"Human-initiated posting, but operational document/tcode pattern; standard workflow controls apply."
YC,MR8M,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
YC,MR8M,NON_TECHNICAL_USER,MANUAL,NO,"Human-initiated posting, but operational document/tcode pattern; standard workflow controls apply."
YC,ZFI_ADP,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
YC,ZFI_ADP,NON_TECHNICAL_USER,MANUAL,YES,Human-initiated posting with high-risk tcode and/or high-risk document type; maker-checker approval required before posting.
YC,ZLIA_COCKPIT,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
YC,ZLIA_COCKPIT,NON_TECHNICAL_USER,NOT_MANUAL,NO,ERP transaction code is system/batch/process driven.
YC,ZMM_CARGA_MIRO_MX,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
YC,ZMM_CARGA_MIRO_MX,NON_TECHNICAL_USER,MANUAL,NO,"Human-initiated posting, but operational document/tcode pattern; standard workflow controls apply."
YD,,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
YD,,NON_TECHNICAL_USER,NOT_MANUAL,NO,ERP transaction code is system/batch/process driven.
YD,AB01L,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
YD,AB01L,NON_TECHNICAL_USER,MANUAL,YES,Human-initiated posting with high-risk tcode and/or high-risk document type; maker-checker approval required before posting.
YD,AB08,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
YD,AB08,NON_TECHNICAL_USER,MANUAL,YES,Human-initiated posting with high-risk tcode and/or high-risk document type; maker-checker approval required before posting.
YD,ABAVN,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
YD,ABAVN,NON_TECHNICAL_USER,MANUAL,YES,Human-initiated posting with high-risk tcode and/or high-risk document type; maker-checker approval required before posting.
YD,ABUMN,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
YD,ABUMN,NON_TECHNICAL_USER,MANUAL,YES,Human-initiated posting with high-risk tcode and/or high-risk document type; maker-checker approval required before posting.
YD,ABZON,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
YD,ABZON,NON_TECHNICAL_USER,MANUAL,YES,Human-initiated posting with high-risk tcode and/or high-risk document type; maker-checker approval required before posting.
YD,AFABN,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
YD,AFABN,NON_TECHNICAL_USER,NOT_MANUAL,NO,ERP transaction code is system/batch/process driven.
YD,AS02,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
YD,AS02,NON_TECHNICAL_USER,MANUAL,YES,Human-initiated posting with high-risk tcode and/or high-risk document type; maker-checker approval required before posting.
YD,F110,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
YD,F110,NON_TECHNICAL_USER,NOT_MANUAL,NO,ERP transaction code is system/batch/process driven.
YD,F111,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
YD,F111,NON_TECHNICAL_USER,NOT_MANUAL,NO,ERP transaction code is system/batch/process driven.
YD,FAGL_IT_02,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
YD,FAGL_IT_02,NON_TECHNICAL_USER,NOT_MANUAL,NO,ERP transaction code is system/batch/process driven.
YD,FB01,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
YD,FB01,NON_TECHNICAL_USER,MANUAL,YES,Human-initiated posting with high-risk tcode and/or high-risk document type; maker-checker approval required before posting.
YD,FB05,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
YD,FB05,NON_TECHNICAL_USER,MANUAL,NO,"Human-initiated posting, but operational document/tcode pattern; standard workflow controls apply."
YD,FB08,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
YD,FB08,NON_TECHNICAL_USER,MANUAL,YES,Human-initiated posting with high-risk tcode and/or high-risk document type; maker-checker approval required before posting.
YD,FB1K,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
YD,FB1K,NON_TECHNICAL_USER,MANUAL,NO,"Human-initiated posting, but operational document/tcode pattern; standard workflow controls apply."
YD,FB1S,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
YD,FB1S,NON_TECHNICAL_USER,MANUAL,NO,"Human-initiated posting, but operational document/tcode pattern; standard workflow controls apply."
YD,FB70,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
YD,FB70,NON_TECHNICAL_USER,MANUAL,NO,"Human-initiated posting, but operational document/tcode pattern; standard workflow controls apply."
YD,FBA7,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
YD,FBA7,NON_TECHNICAL_USER,MANUAL,NO,"Human-initiated posting, but operational document/tcode pattern; standard workflow controls apply."
YD,FBB1,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
YD,FBB1,NON_TECHNICAL_USER,MANUAL,YES,Human-initiated posting with high-risk tcode and/or high-risk document type; maker-checker approval required before posting.
YD,FBD5,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
YD,FBD5,NON_TECHNICAL_USER,MANUAL,YES,Human-initiated posting with high-risk tcode and/or high-risk document type; maker-checker approval required before posting.
YD,FBDC_C002,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
YD,FBDC_C002,NON_TECHNICAL_USER,MANUAL,NO,"Human-initiated posting, but operational document/tcode pattern; standard workflow controls apply."
YD,FBDC_C014,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
YD,FBDC_C014,NON_TECHNICAL_USER,MANUAL,NO,"Human-initiated posting, but operational document/tcode pattern; standard workflow controls apply."
YD,FBDC_C022,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
YD,FBDC_C022,NON_TECHNICAL_USER,MANUAL,NO,"Human-initiated posting, but operational document/tcode pattern; standard workflow controls apply."
YD,FBDC_C024,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
YD,FBDC_C024,NON_TECHNICAL_USER,MANUAL,NO,"Human-initiated posting, but operational document/tcode pattern; standard workflow controls apply."
YD,FBDC_C080,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
YD,FBDC_C080,NON_TECHNICAL_USER,MANUAL,NO,"Human-initiated posting, but operational document/tcode pattern; standard workflow controls apply."
YD,FBDC_P001,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
YD,FBDC_P001,NON_TECHNICAL_USER,MANUAL,YES,Human-initiated posting with high-risk tcode and/or high-risk document type; maker-checker approval required before posting.
YD,FBL1N,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
YD,FBL1N,NON_TECHNICAL_USER,NOT_MANUAL,NO,ERP transaction code is system/batch/process driven.
YD,FBVB,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
YD,FBVB,NON_TECHNICAL_USER,NOT_MANUAL,NO,ERP transaction code is system/batch/process driven.
YD,FBZ2,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
YD,FBZ2,NON_TECHNICAL_USER,MANUAL,NO,"Human-initiated posting, but operational document/tcode pattern; standard workflow controls apply."
YD,FV60,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
YD,FV60,NON_TECHNICAL_USER,MANUAL,NO,"Human-initiated posting, but operational document/tcode pattern; standard workflow controls apply."
YD,KO88,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
YD,KO88,NON_TECHNICAL_USER,NOT_MANUAL,NO,ERP transaction code is system/batch/process driven.
YD,KO8G,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
YD,KO8G,NON_TECHNICAL_USER,NOT_MANUAL,NO,ERP transaction code is system/batch/process driven.
YD,KSV5,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
YD,KSV5,NON_TECHNICAL_USER,NOT_MANUAL,NO,ERP transaction code is system/batch/process driven.
YD,LSMW,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
YD,LSMW,NON_TECHNICAL_USER,MANUAL,YES,Human-initiated posting with high-risk tcode and/or high-risk document type; maker-checker approval required before posting.
YD,MIR4,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
YD,MIR4,NON_TECHNICAL_USER,NOT_MANUAL,NO,ERP transaction code is system/batch/process driven.
YD,MIRO,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
YD,MIRO,NON_TECHNICAL_USER,MANUAL,NO,"Human-initiated posting, but operational document/tcode pattern; standard workflow controls apply."
YD,MR8M,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
YD,MR8M,NON_TECHNICAL_USER,MANUAL,NO,"Human-initiated posting, but operational document/tcode pattern; standard workflow controls apply."
YD,ZFI_ADP,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
YD,ZFI_ADP,NON_TECHNICAL_USER,MANUAL,YES,Human-initiated posting with high-risk tcode and/or high-risk document type; maker-checker approval required before posting.
YD,ZLIA_COCKPIT,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
YD,ZLIA_COCKPIT,NON_TECHNICAL_USER,NOT_MANUAL,NO,ERP transaction code is system/batch/process driven.
YD,ZMM_CARGA_MIRO_MX,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
YD,ZMM_CARGA_MIRO_MX,NON_TECHNICAL_USER,MANUAL,NO,"Human-initiated posting, but operational document/tcode pattern; standard workflow controls apply."
YH,,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
YH,,NON_TECHNICAL_USER,NOT_MANUAL,NO,ERP transaction code is system/batch/process driven.
YH,AB01L,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
YH,AB01L,NON_TECHNICAL_USER,MANUAL,YES,Human-initiated posting with high-risk tcode and/or high-risk document type; maker-checker approval required before posting.
YH,AB08,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
YH,AB08,NON_TECHNICAL_USER,MANUAL,YES,Human-initiated posting with high-risk tcode and/or high-risk document type; maker-checker approval required before posting.
YH,ABAVN,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
YH,ABAVN,NON_TECHNICAL_USER,MANUAL,YES,Human-initiated posting with high-risk tcode and/or high-risk document type; maker-checker approval required before posting.
YH,ABUMN,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
YH,ABUMN,NON_TECHNICAL_USER,MANUAL,YES,Human-initiated posting with high-risk tcode and/or high-risk document type; maker-checker approval required before posting.
YH,ABZON,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
YH,ABZON,NON_TECHNICAL_USER,MANUAL,YES,Human-initiated posting with high-risk tcode and/or high-risk document type; maker-checker approval required before posting.
YH,AFABN,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
YH,AFABN,NON_TECHNICAL_USER,NOT_MANUAL,NO,ERP transaction code is system/batch/process driven.
YH,AS02,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
YH,AS02,NON_TECHNICAL_USER,MANUAL,YES,Human-initiated posting with high-risk tcode and/or high-risk document type; maker-checker approval required before posting.
YH,F110,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
YH,F110,NON_TECHNICAL_USER,NOT_MANUAL,NO,ERP transaction code is system/batch/process driven.
YH,F111,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
YH,F111,NON_TECHNICAL_USER,NOT_MANUAL,NO,ERP transaction code is system/batch/process driven.
YH,FAGL_IT_02,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
YH,FAGL_IT_02,NON_TECHNICAL_USER,NOT_MANUAL,NO,ERP transaction code is system/batch/process driven.
YH,FB01,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
YH,FB01,NON_TECHNICAL_USER,MANUAL,YES,Human-initiated posting with high-risk tcode and/or high-risk document type; maker-checker approval required before posting.
YH,FB05,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
YH,FB05,NON_TECHNICAL_USER,MANUAL,NO,"Human-initiated posting, but operational document/tcode pattern; standard workflow controls apply."
YH,FB08,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
YH,FB08,NON_TECHNICAL_USER,MANUAL,YES,Human-initiated posting with high-risk tcode and/or high-risk document type; maker-checker approval required before posting.
YH,FB1K,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
YH,FB1K,NON_TECHNICAL_USER,MANUAL,NO,"Human-initiated posting, but operational document/tcode pattern; standard workflow controls apply."
YH,FB1S,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
YH,FB1S,NON_TECHNICAL_USER,MANUAL,NO,"Human-initiated posting, but operational document/tcode pattern; standard workflow controls apply."
YH,FB70,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
YH,FB70,NON_TECHNICAL_USER,MANUAL,NO,"Human-initiated posting, but operational document/tcode pattern; standard workflow controls apply."
YH,FBA7,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
YH,FBA7,NON_TECHNICAL_USER,MANUAL,NO,"Human-initiated posting, but operational document/tcode pattern; standard workflow controls apply."
YH,FBB1,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
YH,FBB1,NON_TECHNICAL_USER,MANUAL,YES,Human-initiated posting with high-risk tcode and/or high-risk document type; maker-checker approval required before posting.
YH,FBD5,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
YH,FBD5,NON_TECHNICAL_USER,MANUAL,YES,Human-initiated posting with high-risk tcode and/or high-risk document type; maker-checker approval required before posting.
YH,FBDC_C002,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
YH,FBDC_C002,NON_TECHNICAL_USER,MANUAL,NO,"Human-initiated posting, but operational document/tcode pattern; standard workflow controls apply."
YH,FBDC_C014,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
YH,FBDC_C014,NON_TECHNICAL_USER,MANUAL,NO,"Human-initiated posting, but operational document/tcode pattern; standard workflow controls apply."
YH,FBDC_C022,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
YH,FBDC_C022,NON_TECHNICAL_USER,MANUAL,NO,"Human-initiated posting, but operational document/tcode pattern; standard workflow controls apply."
YH,FBDC_C024,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
YH,FBDC_C024,NON_TECHNICAL_USER,MANUAL,NO,"Human-initiated posting, but operational document/tcode pattern; standard workflow controls apply."
YH,FBDC_C080,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
YH,FBDC_C080,NON_TECHNICAL_USER,MANUAL,NO,"Human-initiated posting, but operational document/tcode pattern; standard workflow controls apply."
YH,FBDC_P001,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
YH,FBDC_P001,NON_TECHNICAL_USER,MANUAL,YES,Human-initiated posting with high-risk tcode and/or high-risk document type; maker-checker approval required before posting.
YH,FBL1N,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
YH,FBL1N,NON_TECHNICAL_USER,NOT_MANUAL,NO,ERP transaction code is system/batch/process driven.
YH,FBVB,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
YH,FBVB,NON_TECHNICAL_USER,NOT_MANUAL,NO,ERP transaction code is system/batch/process driven.
YH,FBZ2,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
YH,FBZ2,NON_TECHNICAL_USER,MANUAL,NO,"Human-initiated posting, but operational document/tcode pattern; standard workflow controls apply."
YH,FV60,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
YH,FV60,NON_TECHNICAL_USER,MANUAL,NO,"Human-initiated posting, but operational document/tcode pattern; standard workflow controls apply."
YH,KO88,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
YH,KO88,NON_TECHNICAL_USER,NOT_MANUAL,NO,ERP transaction code is system/batch/process driven.
YH,KO8G,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
YH,KO8G,NON_TECHNICAL_USER,NOT_MANUAL,NO,ERP transaction code is system/batch/process driven.
YH,KSV5,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
YH,KSV5,NON_TECHNICAL_USER,NOT_MANUAL,NO,ERP transaction code is system/batch/process driven.
